codigo;nombre_cruce;tramo;sentido;desde;hasta;latitud;longitud
2023_206;CMO. CAMINO DE GANAPANES;Calle De Chantada - Calle De La Bañeza;Calle De Chantada;02/03/2023;08/03/2023;40.473.670;-3.715.180
2023_207;CMO. CAMINO DE GANAPANES;Calle De Chantada - Calle De La Bañeza;Calle De La Bañeza;02/03/2023;08/03/2023;40.473.670;-3.715.180
2023_220; Crt¦. CARRETERA DE CANILLAS;Pegaso-Alejandro Villegas;Alejandro Villegas;22/09/2023;28/09/2023;40.463.060;-3.648.710
2023_221; Crt¦. CARRETERA DE CANILLAS;Pegaso-Alejandro Villegas;Pegaso;22/09/2023;28/09/2023;40.463.060;-3.648.710
2023_252; C. CARTAGENA;Avenida de Los Toreros-Martinez Izquierdo;Avenida de Los Toreros;26/05/2023;01/06/2023;40.432.390;-3.670.490
2023_253; C. CARTAGENA;Avenida de Los Toreros-Martinez Izquierdo;Martinez Izquierdo;26/05/2023;01/06/2023;40.432.460;-3.670.570
2023_254; C. CARTAGENA;Avenida de America-Clara del Rey;Avenida de America;04/04/2023;10/04/2023;40.439.520;-3.673.710
2023_285; C. CESAR MANRIQUE;Juan Sanchez-Glorieta Mariano Salvador Maella;Glorieta Mariano Salvador Maella;10/02/2023;16/02/2023;40.474.800;-3.721.030
2023_286; C. CESAR MANRIQUE;Juan Sanchez-Glorieta Mariano Salvador Maella;Juan Sanchez;10/02/2023;16/02/2023;40.474.950;-3.721.110
2023_295; Av. COMPLUTENSE;Profesor Jose Garcia Santesmases-Carretera Dehesa de la Villa;Profesor Jose Garcia Santesmases;09/03/2023;15/03/2023;40.453.880;-3.729.000
2023_296; Av. COMPLUTENSE;Profesor Jose Garcia Santesmases-Carretera Dehesa de la Villa;Carretera Dehesa de la Villa;09/03/2023;15/03/2023;40.453.880;-3.729.000
2023_301; Av. CONCHA ESPINA;Marceliano Santa Maria-Plaza de los Sagrados Corazones;Plaza de los Sagrados Corazones;03/04/2023;09/04/2023;40.452.260;-3.688.050
2023_302; Av. CONCHA ESPINA;Marceliano Santa Maria-Plaza de los Sagrados Corazones;Plaza de Lima;03/04/2023;09/04/2023;40.452.140;-3.688.350
2023_307; Av. CONSEJO DE EUROPA;M-40-Ribera del Loira;M-40;14/09/2023;20/09/2023;40.459.120;-3.616.610
2023_308; Av. CONSEJO DE EUROPA;M-40-Ribera del Loira;Ribera del Loira;14/09/2023;20/09/2023;40.459.140;-3.616.550
2023_321;Tunel C. COSTA RICA;Avenida de Alfonso XIII-Arturo Soria;Arturo Soria;08/03/2023;14/03/2023;40.459.580;-3.666.280
2023_322;Tunel C. COSTA RICA;Avenida de Alfonso XIII-Arturo Soria;Avenida de Alfonso XIII;08/03/2023;14/03/2023;40.459.680;-3.666.390
2023_348; C. DIEGO AYLLON;Asura-Arturo Soria;Arturo Soria;19/09/2023;25/09/2023;40.451.750;-3.650.700
2023_361;Tunel C. DOCTOR ESQUERDO;Manuel Becerra (Pz.)-Hermosilla;Hermosilla;01/06/2023;07/06/2023;40.425.890;-3.668.800
2023_362;Tunel C. DOCTOR ESQUERDO;Manuel Becerra (Pz.)-Hermosilla;Manuel Becerra (Pz.);01/06/2023;07/06/2023;40.425.930;-3.668.510
2023_399; C. EMIGRANTES, LOS;Trefacio-Tribaldos;Tribaldos;22/09/2023;28/09/2023;40.466.410;-3.636.580
2023_400; C. EMIGRANTES, LOS;Trefacio-Tribaldos;Trefacio;22/09/2023;28/09/2023;40.466.480;-3.636.630
2023_403; C. EMILIO VARGAS;Arturo Soria-Agastia;Agastia;19/09/2023;25/09/2023;40.449.050;-3.651.720
2023_453; C. FRANCOS RODRIGUEZ;Lorenzana-Guadalix;Pamplona;10/03/2023;16/03/2023;40.456.960;-3.709.160
2023_454; C. FRANCOS RODRIGUEZ;Lorenzana-Guadalix;Numancia;10/03/2023;16/03/2023;40.456.960;-3.709.160
2023_479; C. GENERAL ORAA;Emilio Castelar (Gt¦.)-Hermanos Becquer;Emilio Castelar (Gt¦.);02/06/2023;08/06/2023;40.435.900;-3.687.860
2023_494; C. GOYA;Fuente del Berro-Doctor Esquerdo;Fuente del Berro;31/05/2023;06/06/2023;40.424.480;-3.669.270
2023_495; C. GOYA;Fuente del Berro-Doctor Esquerdo;Doctor Esquerdo;31/05/2023;06/06/2023;40.424.500;-3.669.330
2023_498;Tunel C. GRAN VIA DE HORTALEZA;Emetario Castano-Luis Rosales (Gt¦.);Luis Rosales (Gt¦.);28/09/2023;04/10/2023;40.466.030;-3.657.180
2023_499;Tunel C. GRAN VIA DE HORTALEZA;Emetario Castano-Luis Rosales (Gt¦.);Emetario Castano;28/09/2023;04/10/2023;40.465.830;-3.657.430
2023_500;Lateral C. GRAN VIA DE HORTALEZA;Emetario Castano-Luis Rosales (Gt¦.);Emetario Castano;28/09/2023;04/10/2023;40.465.830;-3.657.430
2023_501;Lateral C. GRAN VIA DE HORTALEZA;Emetario Castano-Luis Rosales (Gt¦.);Luis Rosales (Gt¦.);28/09/2023;04/10/2023;40.466.050;-3.657.180
2023_502; AV de la Gran V¡a de Hortaleza;Av de San Luis-Calle Pinar del Rey;Av de San Luis;28/09/2023;04/10/2023;40.469.270;-3.657.420
2023_503; Av. de la Gran V¡a de Hortaleza;Av de San Luis-Calle Pinar del Rey;Calle Pinar del Rey;28/09/2023;04/10/2023;40.469.270;-3.657.420
2023_514; C. GREGORIO BENITEZ;Avenida de America-Asura;Asura;19/09/2023;25/09/2023;40.450.340;-3.646.510
2023_515; C. GREGORIO BENITEZ;Avenida de America-Asura;Avenida de America;19/09/2023;25/09/2023;40.450.280;-3.646.620
2023_516; Av. GREGORIO DEL AMO;José Antonio Nováis-Doctor Severo Ochoa;Doctor Severo Ochoa;21/03/2023;27/03/2023;40.446.367;-3.723.617
2023_522; C. GUADALAJARA;Vizconde de Uzqueta-Eolo (Gt¦.);Eolo (Gt¦.);13/09/2023;19/09/2023;40.450.490;-3.614.730
2023_523; C. GUADALAJARA;Vizconde de Uzqueta-Eolo (Gt¦.);Vizconde de Uzqueta;13/09/2023;19/09/2023;40.450.490;-3.614.730
2023_525; Av. GUINDALERA;Avenida de Bruselas-Avenida de Camilo Jose Cela;Avenida de Camilo Jose Cela;05/04/2023;11/04/2023;40.441.250;-3.664.180
2023_526; Av. GUINDALERA;Avenida de Bruselas-Avenida de Camilo Jose Cela;Avenida de Bruselas;05/04/2023;11/04/2023;40.441.250;-3.664.180
2023_532; Paseo. HABANA;Gutierrez Solana-Plaza de los Sagrados Corazones;Plaza de los Sagrados Corazones;03/04/2023;09/04/2023;40.450.900;-3.686.850
2023_533; Paseo. HABANA;Gutierrez Solana-Plaza de los Sagrados Corazones;Gutierrez Solana;04/03/2023;10/03/2023;40.451.150;-3.686.530
2023_534; Paseo. HABANA;Infanta Maria Teresa-Herreros de Tejada;Herreros de Tejada;23/03/2023;29/03/2023;40.455.070;-3.682.740
2023_535; Paseo. HABANA;Infanta Maria Teresa-Herreros de Tejada;Infanta Maria Teresa;23/03/2023;29/03/2023;40.455.070;-3.682.740
2023_573;#¿NOMBRE?;María Ignacia-Pedro Rogel;María Ignacia;22/03/2023;28/03/2023;40.452.650;-3.708.750
2023_574;#¿NOMBRE?;María Ignacia-Pedro Rogel;Pedro Rogel;22/02/2023;28/02/2023;40.452.650;-3.708.750
2023_587; C. JOSE SILVA;Agastia-Arturo Soria;Agastia;19/09/2023;25/09/2023;40.455.320;-3.657.620
2023_588; C. JOSE SILVA;Agastia-Arturo Soria;Arturo Soria;20/09/2023;26/09/2023;40.455.250;-3.657.400
2023_595; C. JUAN BRAVO;Conde Penalver-Alcantara;Alcantara;30/05/2023;05/06/2023;40.432.360;-3.674.000
2023_618; Av. LOGRONO M-110;Isis-Academos;Academos;12/09/2023;18/09/2023;40.449.820;-3.611.020
2023_619; Av. LOGRONO M-110;Isis-Academos;Isis;12/09/2023;18/09/2023;40.449.980;-3.611.100
2023_620; Av. LOGROÑO;Avenida de América-Isis;Avenida de América;12/09/2023;18/09/2023;40.449.917;-3.614.633
2023_621;AVENIDA DE LOGROÑO;AVENIDA DE AMÉRICA-M-40;M-40;12/09/2023;18/09/2023;40.452.401;-3.606.083
2023_622; C. LOPEZ DE HOYOS;Angel Luis de la Herran-Solsona;Angel Luis de la Herran;28/09/2023;04/10/2023;40.470.490;-3.651.080
2023_623; C. LOPEZ DE HOYOS;Angel Luis de la Herran-Solsona;Solsona;28/09/2023;04/10/2023;40.470.630;-3.650.910
2023_624; C. LOPEZ DE HOYOS;Eugenio Salazar-Marcenado;Eugenio Salazar;29/03/2023;04/04/2023;40.444.980;-3.672.820
2023_625; C. LOPEZ DE HOYOS;Eugenio Salazar-Marcenado;Marcenado;29/03/2023;04/04/2023;40.444.980;-3.672.820
2023_626; C. LOPEZ DE HOYOS;Asura-Zacarias Homs;Zacarias Homs;22/09/2023;28/09/2023;40.462.100;-3.658.620
2023_627; C. LOPEZ DE HOYOS;Asura-Zacarias Homs;Asura;22/09/2023;28/09/2023;40.462.050;-3.658.730
2023_628; Av. LOS ANDES;Anil-M-40;Anil;14/09/2023;20/09/2023;40.457.420;-3.618.190
2023_629; Av. LOS ANDES;Anil-M-40;M-40;14/09/2023;20/09/2023;40.457.540;-3.618.320
2023_643; Av. DE MACHUPICHU;RONDA MANUEL GRANERO-FLORENCIO CASTILLO;RONDA MANUEL GRANERO;15/09/2023;21/09/2023;40.460.070;-3.628.030
2023_644; Av. DE MACHUPICHU;RONDA MANUEL GRANERO-FLORENCIO CASTILLO;FLORENCIO CASTILLO;15/09/2023;21/09/2023;40.460.070;-3.628.030
2023_645; Av. MADRONOS;Andarrios-Machaquito;Machaquito;15/09/2023;21/09/2023;40.455.980;-3.631.000
2023_646; Av. MADRONOS;Andarrios-Machaquito;Andarrios;15/09/2023;21/09/2023;40.455.980;-3.631.000
2023_661; C. MAR ADRIATICO;Chaparral-Chiquinquira;Chiquinquira;27/09/2023;03/10/2023;40.471.850;-3.639.640
2023_662; C. MAR ADRIATICO;Chaparral-Chiquinquira;Chaparral;27/09/2023;03/10/2023;40.471.850;-3.639.640
2023_663;#¿NOMBRE?;Plaza Santos de la Humosa-Mar de las Antillas;Mar de las Antillas;27/09/2023;03/10/2023;40.473.683;-3.646.817
2023_664;#¿NOMBRE?;Plaza Santos de la Humosa-Mar de las Antillas;Plaza Santos de la Humosa;27/09/2023;03/10/2023;40.473.683;-3.646.817
2023_665; C. MAR DE LAS ANTILLAS;Mar de Aral-Santa Susana;Mar de Aral;27/09/2023;03/10/2023;40.475.130;-3.645.900
2023_666; C. MAR DE LAS ANTILLAS;Mar de Aral-Santa Susana;Santa Susana;27/09/2023;03/10/2023;40.475.130;-3.645.900
2023_671; C. MARCENADO;San Ernesto-Avenida Ramon y Cajal;Avenida Ramon y Cajal;28/03/2023;03/04/2023;40.450.800;-3.674.530
2023_698; C. MELCHOR FERNANDEZ ALMAGRO;Plaza de Tuy-Plaza de la Redondela;Plaza de la Redondela;09/02/2023;15/02/2023;40.475.690;-3.709.410
2023_699; C. MELCHOR FERNANDEZ ALMAGRO;Plaza de Tuy-Plaza de la Redondela;Plaza de Tuy;09/02/2023;15/02/2023;40.475.690;-3.709.410
2023_722;Tunel Av. MONFORTE DE LEMOS;Las Magnolias-Melchor Fernandez Almagro;Melchor Fernandez Almagro;17/02/2023;23/02/2023;40.476.950;-3.690.340
2023_723;Tunel Av. MONFORTE DE LEMOS;Las Magnolias-Melchor Fernandez Almagro;Las Magnolias;17/02/2023;23/02/2023;40.476.840;-3.690.540
2023_739; C. MOSCATELAR;Parma-Milan;Parma;20/09/2023;26/09/2023;40.457.150;-3.648.240
2023_740; C. MOSCATELAR;Parma-Milan;Milan;19/09/2023;25/09/2023;40.457.150;-3.648.240
2023_766; C. OFELIA NIETO;Glorieta RocIo Durcal-Alonso Nunez;Alonso Nunez;10/03/2023;16/03/2023;40.458.470;-3.710.890
2023_767; C. OFELIA NIETO;Glorieta Rocio Durcal-Alonso Nunez;Glorieta Rocio Durcal;10/03/2023;16/03/2023;40.458.440;-3.710.920
2023_768; C. ORENSE;Basilica-Hernani;Basilica;22/03/2023;28/03/2023;40.448.200;-3.695.230
2023_769; C. ORENSE;Basilica-Hernani;Hernani;22/03/2023;28/03/2023;40.448.350;-3.695.330
2023_784; C. PADRE CLARET;Acceso M-30-Avenida Ramon y Cajal;Acceso M-30;30/03/2023;05/04/2023;40.452.040;-3.665.630
2023_785; C. PADRE CLARET;Acceso M-30-Avenida Ramon y Cajal;Avenida Ramon y Cajal;30/03/2023;05/04/2023;40.452.040;-3.665.630
2023_786; C. PADRE DAMIAN;Juan Ramon Jimenez-Avenida Alberto Alcocer;Juan Ramon Jimenez;23/02/2023;01/03/2023;40.457.060;-3.686.180
2023_787; C. PADRE DAMIAN;Juan Ramon Jimenez-Avenida Alberto Alcocer;Avenida Alberto Alcocer;23/03/2023;29/03/2023;40.456.900;-3.686.120
2023_794; Pte. PAZ;Brasilia-Badajoz;Brasilia;05/04/2023;11/04/2023;40.440.830;-3.659.680
2023_795; Pte. PAZ;Brasilia-Badajoz;Badajoz;05/04/2023;11/04/2023;40.440.780;-3.659.960
2023_848; C. PRADILLO;Pantoja-Saturnino Calleja;Pantoja;29/03/2023;04/04/2023;40.449.060;-3.671.590
2023_855; C. PRINCIPE DE VERGARA;Aragon-Cataluna (Pz.);Cataluna (Pz.);29/03/2023;04/04/2023;40.448.270;-3.678.120
2023_856; C. PRINCIPE DE VERGARA;Aragon-Cataluna (Pz.);Aragon;29/03/2023;04/04/2023;40.448.310;-3.678.140
2023_857;#¿NOMBRE?;Melchor Fernández Almagro-Villa de Marín;Villa de Marín;16/02/2023;22/02/2023;40.478.200;-3.696.820
2023_858;#¿NOMBRE?;Melchor Fernández Almagro-Villa de Marín;Melchor Fernández Almagro;16/02/2023;22/02/2023;40.478.200;-3.696.820
2023_883; Av. RAMON Y CAJAL;Principe de Vergara-Plaza Virgen Guadalupana;Plaza Virgen Guadalupana;28/03/2023;03/04/2023;40.451.640;-3.675.480
2023_884; Av. RAMON Y CAJAL;Principe de Vergara-Plaza Virgen Guadalupana;Principe de Vergara;28/03/2023;03/04/2023;40.451.530;-3.675.710
2023_901;C. RIBERA DEL SENA;Glorieta de Edimburgo-Glorieta Rio Urubamba;Glorieta Rio Urubamba;26/09/2023;02/10/2023;40.468.530;-3.626.290
2023_902;RIBERA DEL SENA;GLORIETA DE EDIMBURGO-GLORIETA DEL RÍO URUBAMBA;GLORIETA DE EDIMBURGO;26/09/2023;02/10/2023;40.468.622;-3.624.938
2023_943;  SAN LUIS;Julio Danvila-Trinquete;Julio Danvila;29/09/2023;05/10/2023;40.472.200;-3.661.900
2023_944; Av. SAN LUIS;Julio Danvila-Trinquete;Trinquete;29/09/2023;05/10/2023;40.472.310;-3.661.940
2023_976; C. SEGRE;Alfonso Rodriguez Santamaria-Serrano;Serrano;03/04/2023;09/04/2023;40.450.920;-3.684.120
2023_982; C. SERRANO;Republica de El Ecuador (Pz.)-Rodriguez Marin;Rodriguez Marin;28/03/2023;03/04/2023;40.454.500;-3.677.810
2023_983; C. SERRANO;Republica de El Ecuador (Pz.)-Rodriguez Marin;Republica de El Ecuador (Pz.);28/03/2023;03/04/2023;40.454.290;-3.677.730
2023_984; C. SERRANO;Turia-Cidacos;Cidacos;04/04/2023;10/04/2023;40.451.030;-3.682.070
2023_985; C. SERRANO;Turia-Cidacos;Turia;04/04/2023;10/04/2023;40.450.920;-3.681.970
2023_986; C. SERRANO;Juan de la Cierva-Pablo Aranda;Pablo Aranda;04/04/2023;10/04/2023;40.442.420;-3.685.980
2023_998; C. SILVANO;M-40-Glorieta Luxemburgo;M-40;15/09/2023;21/09/2023;40.462.950;-3.621.800
2023_999; C. SILVANO;M-40-Glorieta Luxemburgo;Glorieta Luxemburgo;15/09/2023;21/09/2023;40.462.950;-3.621.800
2023_1000; C. SILVANO;Liceo (Pz.)-Alcorisa;Alcorisa;19/09/2023;25/09/2023;40.458.040;-3.643.840
2023_1001; C. SILVANO;Liceo (Pz.)-Alcorisa;Liceo (Pz.);19/09/2023;25/09/2023;40.458.040;-3.643.840
2023_1037;Av. TOREROS;Cartagena-Pilar de Zaragoza;Pilar de Zaragoza;26/05/2023;01/06/2023;40.431.940;-3.669.510
2023_1040; C. TORRELAGUNA;Avenida de Ramon y Cajal-Lopez de Hoyos;Lopez de Hoyos;20/09/2023;26/09/2023;40.454.830;-3.660.710
2023_1041; C. TORRELAGUNA;Avenida de Ramon y Cajal-Lopez de Hoyos;Avenida de Ramon y Cajal;20/09/2023;26/09/2023;40.454.840;-3.660.630
2023_1044; C. URUGUAY;Puerto Rico-Victor de la Serna;Puerto Rico;30/03/2023;05/04/2023;40.455.370;-3.672.200
2023_1045; C. URUGUAY;Puerto Rico-Victor de la Serna;Victor de la Serna;30/03/2023;05/04/2023;40.455.370;-3.672.200
2023_1071; C. VELAZQUEZ;Joaquin Costa-Rodriguez Marin;Rodriguez Marin;03/04/2023;09/04/2023;40.444.010;-3.682.400
2023_P545;CALLE GUETARIA;Entre cestona y Tolosa;Calle Cestona;13/10/2023;19/10/2023;40.373.109;-3.715.630
2023_P548;Calle Jose Picon;Entre calle pilar de zaragoza y calle agustin duran;agustin duran;17/10/2023;23/10/2023;40.435.374;-3.671.956
2023_P549;Calle Jose Picon;Entre calle ardemans y calle agustin duran;Ardemans;17/10/2023;23/10/2023;40.435.282;-3.672.052
2023_P550;Calle Jose Picon;Entre calle ardemans y calle francisco silvela;Francisco Silvela.;17/10/2023;23/10/2023;40.434.733;-3.672.758
2023_P551;Calle Agustin Duran;Entre calle Bejar y alonso Heredia;bejar;17/10/2023;23/10/2023;40.435.781;-3.672.625
2023_P552;Calle Agustin Duran;Entre calle Jose picon y ferrer del rio;Jose picon;17/10/2023;23/10/2023;40.434.949;-3.671.510
2023_P553;Calle Alonso heredia;Entre agustin duran y ardemans;Agustin duran;17/10/2023;23/10/2023;40.435.508;-3.672.873
2023_P555;Rufino Blanco;Entre rafael juan y paseo del marques de zafra;Marques de zafra;24/10/2023;30/10/2023;40.426.657;-3.665.397
2023_P556;Calle vizconde de matamala;Entre Ramin de Aguinaga y Azulejo;Azulejo;24/10/2023;30/10/2023;40.426.585;-3.665.012
2023_P557;Ramon de aguinaga;Entre Rufino blanco y vizconde de matamala;Vizconde de matamala;24/10/2023;30/10/2023;40.426.925;-3.665.541
2023_163; Camino BARRIAL;Ana Teresa-N-VI;Ana Teresa;02/02/2023;08/02/2023;40.463.183;-3.795.883
2023_1; Av. ABRANTES;Pelicano-Argeso;Pelicano;14/11/2023;20/11/2023;40.382.940;-3.725.580
2023_2; Av. ABRANTES;Pelicano-Argeso;Argeso;14/11/2023;20/11/2023;40.382.940;-3.725.580
2023_3;PSO. ACACIAS, LAS;Ribera De Curtidores - Gasometro;Gasometro;28/10/2023;03/11/2023;40.403.783;-3.707.383
2023_4;PSO. ACACIAS, LAS;Ribera de Curtidores-Gasómetro;Ribera de Curtidores;28/10/2023;03/11/2023;40.403.783;-3.707.320
2023_7;C. AGUSTIN DE BETANCOURT;Maria De Guzman - Maudes;Maudes;24/05/2023;30/05/2023;40.444.494;-3.695.067
2023_8;C. AGUSTIN DE BETANCOURT;Maria De Guzman - Maudes;Maria De Guzman;24/05/2023;30/05/2023;40.444.574;-3.695.217
2023_21; Av. ALBUFERA;Teniente Munoz Diaz-Avenida de Buenos Aires;Teniente Munoz Diaz;06/11/2023;12/11/2023;40.391.590;-3.654.880
2023_29; C. ALCALA;San Mariano-Esparta;Esparta;06/11/2023;12/11/2023;40.445.600;-3.613.780
2023_30; C. ALCALA;San Mariano-Esparta;San Mariano;06/11/2023;12/11/2023;40.445.680;-3.613.840
2023_31; C. ALCALA;Villanueva-Principe de Vergara;Villanueva;06/11/2023;12/11/2023;40.422.350;-3.681.270
2023_32; C. ALCALA;Villanueva-Principe de Vergara;Principe de Vergara;06/11/2023;12/11/2023;40.422.410;-3.681.310
2023_33; Av. ALBUFERA;Teniente Munoz Diaz-Avenida de Buenos Aires;Teniente Munoz Diaz;22/06/2023;28/06/2023;40.391.590;-3.654.880
2023_41;ALCALDE SAINZ DE BARANDA;ENTRE AV MENENDEZ PELAYO Y NARVAEZ;AV MENENDEZ PELAYO;21/10/2023;27/10/2023;40.417.080;-3.677.090
2023_42;ALCALDE SAINZ DE BARANDA;ENTRE AV MENENDEZ PELAYO Y NARVAEZ;NARVAEZ;21/10/2023;27/10/2023;40.416.930;-3.677.080
2023_43;C. ALCALDE SAINZ DE BARANDA;Marques De Lozoya - Juan Esplandiu;Juan Esplandiu;13/06/2023;19/06/2023;40.417.570;-3.666.830
2023_44;C. ALCALDE SAINZ DE BARANDA;Marques De Lozoya - Juan Esplandiu;Marques De Lozoya;10/06/2023;16/06/2023;40.417.665;-3.666.910
2023_49;ALFONSO XII;ENTRE MONTALBAN Y VALENZUELA;MONTALBAN;24/10/2023;30/10/2023;40.418.230;-3.688.900
2023_50;ALFONSO XII;ENTRE MONTALBAN Y VALENZUELA;VALENZUELA;24/10/2023;30/10/2023;40.418.230;-3.688.750
2023_51;ALFONSO XII (LATERAL);ENTRE Pº DE LA INFANTA ISABEL Y CLAUDIO MOYANO;Pº DE LA INFANTA ISABEL;21/10/2023;27/10/2023;40.408.490;-3.688.750
2023_52;ALFONSO XII (LATERAL);ENTRE Pº DE LA INFANTA ISABEL Y CLAUDIO MOYANO;CLAUDIO MOYANO;21/10/2023;27/10/2023;40.408.490;-3.688.560
2023_53;Calle Alfonso XII;Entre Claudio Moyano y Paseo santa Isabel;claudio moyano;21/10/2023;27/10/2023;40.000.000;40.923.000.000
2023_54;ALFONSO XII (TUNEL);ENTRE Pº DE LA INFANTA ISABEL Y CLAUDIO MOYANO;Pº DE LA INFANTA ISABEL;21/10/2023;27/10/2023;40.409.500;-3.688.690
2023_59; C. ALHAMBRA, LA;Concejal F.J.Jimenez Martin-Gregorio Vacas;Concejal F.J.Jimenez Martin;07/11/2023;13/11/2023;40.401.000;-3.744.720
2023_60; C. ALHAMBRA, LA;Concejal F.J.Jimenez Martin-Gregorio Vacas;Gregorio Vacas;07/11/2023;13/11/2023;40.401.020;-3.744.730
2023_61;C. ALMAGRO;Fernando El Santo - Calle De Zurbano;Zurbano;03/06/2023;09/06/2023;40.428.900;-3.694.370
2023_62;C. ALMAGRO;Fernando El Santo - Zurbaran;Fernando El Santo;03/06/2023;09/06/2023;40.428.800;-3.694.470
2023_63;C. ALONSO CANO;Jose Abascal - Breton De Los Heros;Breton De Los Herreros;24/05/2023;30/05/2023;40.438.950;-3.697.840
2023_68; C. ANA DE AUSTRIA;Avenida Niceto Alcala Zamora-Padres Dominicos;Padres Dominicos;07/11/2023;13/11/2023;40.499.900;-3.653.470
2023_69;C. ANA DE AUSTRIA;Niceto Alcala Zamora-Padres Dominicos;Niceto Alcala Zamora;07/11/2023;13/11/2023;40.500.450;-3.654.270
2023_72;ANCORA;ENTRE VARA DEL REY Y GENERAL LACY;GENERAL LACY;22/09/2023;28/09/2023;40.402.860;-3.690.140
2023_79;AVENIDA DE ANDALUCIA;ENTRE AVDA LOS ROSALES Y CONIFERAS;CONIFERAS;16/09/2023;22/09/2023;40.367.900;-3.694.420
2023_80;AVENIDA DE ANDALUCIA;ENTRE AVDA LOS ROSALES Y CONIFERAS;AVDA LOS ROSALES;27/09/2023;03/10/2023;40.367.360;-3.693.990
2023_85; C. ANTONIO LOPEZ;Fuenlabrada-Baleares;Jacinto Verdaguer;07/11/2023;13/11/2023;40.396.740;-3.713.640
2023_86; C. ANTONIO LOPEZ;Fuenlabrada-Baleares;Glorita Marques de Vadillo;07/11/2023;13/11/2023;40.397.030;-3.714.200
2023_91; C. ARAPILES;Quevedo (Gt¦.)-Magallanes;Magallanes;08/11/2023;14/11/2023;40.433.400;-3.705.000
2023_98; C. ARCIPRESTE DE HITA;Fernandez de los Rios-Fernando el Catolico;Fernando el Catolico;08/11/2023;14/11/2023;40.434.830;-3.718.090
2023_99; C. ARCIPRESTE DE HITA;Fernandez de los Rios-Fernando el Catolico;Fernandez de los Rios;08/11/2023;14/11/2023;40.434.970;-3.718.270
2023_100; Avenida ARCO DE LA VICTORIA (TUNEL);Moncloa-Avenida de los Reyes Católicos;Avenida de los Reyes Católicos;08/11/2023;14/11/2023;40.436.133;-3.720.030
2023_103; Av. ARCO DE LA VICTORIA (CARRIL BUS);Moncloa-Reyes Católicos;Reyes Católicos;08/11/2023;14/11/2023;40.435.700;-3.720.267
2023_106;Calle Argumosa;Entre Ronda de Atocha y Hospital;Ronda de Atocha;27/10/2023;02/11/2023;40.000.000;40.738.000.000
2023_107;Calle Argumosa;Entre Ronda de Atocha y Hospital;Hospital;27/10/2023;02/11/2023;40.000.000;40.738.000.000
2023_115; C. ARROYO DEL OLIVAR;Teniente Munoz Diaz-Alcala de Guadaira;Alcala de Guadaira;08/11/2023;14/11/2023;40.390.250;-3.657.240
2023_116; C. ARROYO DEL OLIVAR;Teniente Munoz Diaz-Alcala de Guadaira;Teniente Munoz Diaz;08/11/2023;14/11/2023;40.390.250;-3.657.240
2023_125; C. ARROYO DE POZUELO;Rio Zancara (Glorieta)-Golondrina;Rio Zancara (Glorieta);08/11/2023;14/11/2023;40.452.470;-3.780.190
2023_136;C. ARTURO SORIA;Avenida Manuel Azana - Dalia;Avenida Manuel Azana;04/10/2023;10/10/2023;40.480.280;-3.666.880
2023_146; AUGUSTO FIGUEROA;entre BARQUILLO y VÁLGAME DIOS;VALGAME DIOS;13/09/2023;19/09/2023;40.421.964;-3.696.077
2023_149; Av. LA AVIACION;Medina del Campo-Monroy;Monroy;16/10/2023;22/10/2023;40.378.840;-3.784.120
2023_150;  LA AVIACION;Medina del Campo-Monroy;Paseo de Extremadura;16/11/2023;22/11/2023;40.378.837;-3.784.124
2023_151;Av. AVIACION;Jose de Cadalso-General Millan Astray;General Millan Astray;09/11/2023;15/11/2023;40.373.440;-3.767.380
2023_152; Av. AVIACION;Jose de Cadalso-General Millan Astray;Jose de Cadalso;08/11/2023;14/11/2023;40.373.440;-3.767.380
2023_153;C. AZCONA;Amoros - Pilar De Zaragoza;Pilar De Zaragoza;29/05/2023;04/06/2023;40.434.448;-3.669.095
2023_158;C. BAILEN;Mayor - Moreria;Moreria;02/11/2023;08/11/2023;40.414.470;-3.713.510
2023_159;C. BAILEN;Mayor - Moreria;Mayor;02/11/2023;08/11/2023;40.414.530;-3.713.720
2023_160; C. BARBARA DE BRAGANZA;Marques de la Ensenada-Recoletos (P§.);Recoletos (P§.);09/11/2023;15/11/2023;40.423.300;-3.692.300
2023_161; C. BARBARA DE BRAGANZA;Marques de la Ensenada-Recoletos (P§.);Marques de la Ensenada;09/11/2023;15/11/2023;40.423.300;-3.692.300
2023_164;Carretera BARRIO DE LA FORTUNA (Carretera);Peseta, La (Av);;;;;
" -M-40 (carretera)""";M-40 (carretera);09/11/2023;15/11/2023;40.365.959;-3.768.178;;
2023_165;Carretera BARRIO DE LA FORTUNA (Carretera);Peseta, La (Av);;;;;
" -M-40 (carretera)""";Peseta, La (Av);09/11/2023;15/11/2023;40.365.959;-3.768.178;;
2023_166;C. BATALLA DEL SALADO, LA;General Palanca - Ferrocarril;General Palanca;27/10/2023;02/11/2023;40.399.750;-3.696.300
2023_180;C. BLASCO DE GARAY;Fernando El Catolico - Fernandez De Los Rios;Fernandez De Los Rios;20/05/2023;26/05/2023;40.434.890;-3.711.600
2023_181; Carretera BOADILLA DEL MONTE;Carabias-Mirlo;Carabias;10/11/2023;16/11/2023;40.399.050;-3.767.733
2023_182;#¿NOMBRE?;Carabias-Mirlo;Mirlo;10/11/2023;16/11/2023;40.399.050;-3.767.730
